Graph,Component,Freq,Layer,Metric,Time,Power,Freq_Host
google,B,1,9,task,16.6992,3768.468948324637,
google,B,1,9,out,,,
google,B,1,9,trans,,,
google,B,1,10,in,,,
google,B,1,10,task,22.7266,3797.828587731722,
google,B,1,10,out,0.5479,,
google,B,1,10,trans,,,
google,B,2,0,in,30.9118,3526.2580384615394,
google,B,2,0,task,41.5984,4207.502021377367,
google,B,2,0,out,,,
google,B,2,0,trans,0.0,,
google,B,2,1,in,,,
google,B,2,1,task,32.2981,4257.7055538838995,
google,B,2,1,out,,,
google,B,2,1,trans,,,
google,B,2,2,in,,,
google,B,2,2,task,19.2533,4066.1550137362633,
google,B,2,2,out,,,
google,B,2,2,trans,,,
google,B,2,3,in,,,
google,B,2,3,task,45.8901,4098.208977055634,
google,B,2,3,out,,,
google,B,2,3,trans,,,
google,B,2,4,in,,,
google,B,2,4,task,15.7013,3937.9871229505793,
google,B,2,4,out,,,
google,B,2,4,trans,,,
google,B,2,5,in,,,
google,B,2,5,task,17.1252,4003.372758907759,
google,B,2,5,out,,,
google,B,2,5,trans,,,
google,B,2,6,in,,,
google,B,2,6,task,19.5817,3987.4024358974366,
google,B,2,6,out,,,
google,B,2,6,trans,,,
google,B,2,7,in,,,
google,B,2,7,task,19.8695,4025.4950915750906,
google,B,2,7,out,,,
google,B,2,7,trans,,,
google,B,2,8,in,,,
google,B,2,8,task,30.9598,4041.7609427414695,
google,B,2,8,out,,,
google,B,2,8,trans,,,
google,B,2,9,in,,,
google,B,2,9,task,12.8181,3990.507158119658,
google,B,2,9,out,,,
google,B,2,9,trans,,,
google,B,2,10,in,,,
google,B,2,10,task,17.9537,3990.680432761683,
google,B,2,10,out,0.4021,,
google,B,2,10,trans,,,
google,B,3,0,in,25.0297,3654.4838744588737,
google,B,3,0,task,34.8255,4490.08706909033,
google,B,3,0,out,,,
google,B,3,0,trans,0.0,,
google,B,3,1,in,,,
google,B,3,1,task,27.1788,4513.239511479806,
google,B,3,1,out,,,
google,B,3,1,trans,,,
google,B,3,2,in,,,
google,B,3,2,task,15.7478,4277.388914418913,
google,B,3,2,out,,,
google,B,3,2,trans,,,
google,B,3,3,in,,,
google,B,3,3,task,37.9543,4353.954156605402,
google,B,3,3,out,,,
google,B,3,3,trans,,,
google,B,3,4,in,,,
google,B,3,4,task,13.3017,4116.839133782883,
google,B,3,4,out,,,
google,B,3,4,trans,,,
google,B,3,5,in,,,
google,B,3,5,task,14.6051,4176.964912301751,
google,B,3,5,out,,,
google,B,3,5,trans,,,
google,B,3,6,in,,,
google,B,3,6,task,16.6836,4182.578605254398,
google,B,3,6,out,,,
google,B,3,6,trans,,,
google,B,3,7,in,,,
google,B,3,7,task,16.7682,4216.2859945609935,
google,B,3,7,out,,,
google,B,3,7,trans,,,
google,B,3,8,in,,,
google,B,3,8,task,26.1025,4258.895504363285,
google,B,3,8,out,,,
google,B,3,8,trans,,,
google,B,3,9,in,,,
google,B,3,9,task,11.0881,4119.570703463204,
google,B,3,9,out,,,
google,B,3,9,trans,,,
google,B,3,10,in,,,
google,B,3,10,task,14.5645,4233.014547788814,
google,B,3,10,out,0.3322,,
google,B,3,10,trans,,,
google,B,4,0,in,21.0235,3853.1335077890812,
google,B,4,0,task,30.0781,4895.61200966125,
google,B,4,0,out,,,
google,B,4,0,trans,0.0,,
google,B,4,1,in,,,
google,B,4,1,task,23.8777,4907.719505582136,
google,B,4,1,out,,,
google,B,4,1,trans,,,
google,B,4,2,in,,,
google,B,4,2,task,13.7248,4587.364423076922,
google,B,4,2,out,,,
google,B,4,2,trans,,,
google,B,4,3,in,,,
google,B,4,3,task,32.7296,4727.679028797291,
google,B,4,3,out,,,
google,B,4,3,trans,,,
google,B,4,4,in,,,
google,B,4,4,task,11.3466,4392.054047619047,
google,B,4,4,out,,,
google,B,4,4,trans,,,
google,B,4,5,in,,,
google,B,4,5,task,12.4283,4505.232866300366,
google,B,4,5,out,,,
google,B,4,5,trans,,,
google,B,4,6,in,,,
google,B,4,6,task,14.7476,4454.717187257188,
google,B,4,6,out,,,
google,B,4,6,trans,,,
google,B,4,7,in,,,
google,B,4,7,task,14.9904,4522.322893323997,
google,B,4,7,out,,,
google,B,4,7,trans,,,
google,B,4,8,in,,,
google,B,4,8,task,22.6896,4594.0286465560575,
google,B,4,8,out,,,
google,B,4,8,trans,,,
google,B,4,9,in,,,
google,B,4,9,task,9.7831,4383.523809523808,
google,B,4,9,out,,,
google,B,4,9,trans,,,
google,B,4,10,in,,,
google,B,4,10,task,13.4153,4479.738333333335,
google,B,4,10,out,0.2864,,
google,B,4,10,trans,,,
google,B,5,0,in,17.8672,4113.834852941175,
google,B,5,0,task,26.5483,5419.579995798317,
google,B,5,0,out,,,
google,B,5,0,trans,0.0,,
google,B,5,1,in,,,
google,B,5,1,task,20.8671,5427.867254183728,
google,B,5,1,out,,,
google,B,5,1,trans,,,
google,B,5,2,in,,,
google,B,5,2,task,12.2088,5018.674260461761,
google,B,5,2,out,,,
google,B,5,2,trans,,,
google,B,5,3,in,,,
google,B,5,3,task,28.9767,5230.686061766735,
google,B,5,3,out,,,
google,B,5,3,trans,,,
google,B,5,4,in,,,
google,B,5,4,task,10.0392,4716.52761904762,
google,B,5,4,out,,,
google,B,5,4,trans,,,
google,B,5,5,in,,,
google,B,5,5,task,11.22,4873.857051282053,
google,B,5,5,out,,,
google,B,5,5,trans,,,
google,B,5,6,in,,,
google,B,5,6,task,13.244,4805.134570707071,
google,B,5,6,out,,,
google,B,5,6,trans,,,
google,B,5,7,in,,,
google,B,5,7,task,13.1025,4855.361818181818,
google,B,5,7,out,,,
google,B,5,7,trans,,,
google,B,5,8,in,,,
google,B,5,8,task,19.9113,5038.21440837671,
google,B,5,8,out,,,
google,B,5,8,trans,,,
google,B,5,9,in,,,
google,B,5,9,task,8.9087,4698.267619047617,
google,B,5,9,out,,,
google,B,5,9,trans,,,
google,B,5,10,in,,,
google,B,5,10,task,12.3341,4811.4380988456,
google,B,5,10,out,0.2524,,
google,B,5,10,trans,,,
google,B,6,0,in,15.7476,4398.394155844155,
google,B,6,0,task,23.8333,6061.655066526611,
google,B,6,0,out,,,
google,B,6,0,trans,0.0,,
google,B,6,1,in,,,
google,B,6,1,task,19.2123,6030.182989926738,
google,B,6,1,out,,,
google,B,6,1,trans,,,
google,B,6,2,in,,,
google,B,6,2,task,11.0963,5499.714404761907,
google,B,6,2,out,,,
google,B,6,2,trans,,,
google,B,6,3,in,,,
google,B,6,3,task,26.1408,5842.078004709129,
google,B,6,3,out,,,
google,B,6,3,trans,,,
google,B,6,4,in,,,
google,B,6,4,task,9.3934,5192.725492285491,
google,B,6,4,out,,,
google,B,6,4,trans,,,
google,B,6,5,in,,,
google,B,6,5,task,10.1446,5319.401666666664,
google,B,6,5,out,,,
google,B,6,5,trans,,,
google,B,6,6,in,,,
google,B,6,6,task,12.2002,5261.314010989012,
google,B,6,6,out,,,
google,B,6,6,trans,,,
google,B,6,7,in,,,
google,B,6,7,task,12.1313,5352.333333333332,
google,B,6,7,out,,,
google,B,6,7,trans,,,
google,B,6,8,in,,,
google,B,6,8,task,18.0349,5539.167559156532,
google,B,6,8,out,,,
google,B,6,8,trans,,,
google,B,6,9,in,,,
google,B,6,9,task,8.2073,5061.964285714286,
google,B,6,9,out,,,
google,B,6,9,trans,,,
google,B,6,10,in,,,
google,B,6,10,task,10.9628,5294.700198412698,
google,B,6,10,out,0.2244,,
google,B,6,10,trans,,,
google,B,7,0,in,14.0982,4811.655274725271,
google,B,7,0,task,22.207,7057.815355054303,
google,B,7,0,out,,,
google,B,7,0,trans,0.0,,
google,B,7,1,in,,,
google,B,7,1,task,17.9873,7016.885675990677,
google,B,7,1,out,,,
google,B,7,1,trans,,,
google,B,7,2,in,,,
google,B,7,2,task,10.2576,6306.402976190476,
google,B,7,2,out,,,
google,B,7,2,trans,,,
google,B,7,3,in,,,
google,B,7,3,task,24.0761,6837.17736111111,
google,B,7,3,out,,,
google,B,7,3,trans,,,
google,B,7,4,in,,,
google,B,7,4,task,8.467,5823.0730555555565,
google,B,7,4,out,,,
google,B,7,4,trans,,,
google,B,7,5,in,,,
google,B,7,5,task,9.1666,6024.599166666665,
google,B,7,5,out,,,
google,B,7,5,trans,,,
google,B,7,6,in,,,
google,B,7,6,task,11.4923,5870.488873626373,
google,B,7,6,out,,,
google,B,7,6,trans,,,
google,B,7,7,in,,,
google,B,7,7,task,11.3834,6030.682756132757,
google,B,7,7,out,,,
google,B,7,7,trans,,,
google,B,7,8,in,,,
google,B,7,8,task,17.0116,6349.078073593072,
google,B,7,8,out,,,
google,B,7,8,trans,,,
google,B,7,9,in,,,
google,B,7,9,task,7.8444,5562.413333333333,
google,B,7,9,out,,,
google,B,7,9,trans,,,
google,B,7,10,in,,,
google,B,7,10,task,10.8072,5824.430357142857,
google,B,7,10,out,0.2057,,
google,B,7,10,trans,,,
google,G,0,0,in,99.17,3284.3226203076592,0.0
google,G,0,0,task,75.4919,3611.9256279731067,0.0
google,G,0,0,out,,,0.0
google,G,0,0,trans,0.0,,0.0
google,G,0,1,in,,,0.0
google,G,0,1,task,78.7675,3524.054213700242,0.0
google,G,0,1,out,,,0.0
google,G,0,1,trans,,,0.0
google,G,0,2,in,,,0.0
google,G,0,2,task,42.0232,3603.882112753148,0.0
google,G,0,2,out,,,0.0
google,G,0,2,trans,,,0.0
google,G,0,3,in,,,0.0
google,G,0,3,task,97.1632,3566.68885099793,0.0
google,G,0,3,out,,,0.0
google,G,0,3,trans,,,0.0
google,G,0,4,in,,,0.0
google,G,0,4,task,34.6784,3539.0464802371553,0.0
google,G,0,4,out,,,0.0
google,G,0,4,trans,,,0.0
google,G,0,5,in,,,0.0
google,G,0,5,task,40.8971,3524.376663228216,0.0
google,G,0,5,out,,,0.0
google,G,0,5,trans,,,0.0
google,G,0,6,in,,,0.0
google,G,0,6,task,42.5068,3506.6780268787784,0.0
google,G,0,6,out,,,0.0
google,G,0,6,trans,,,0.0
google,G,0,7,in,,,0.0
google,G,0,7,task,47.5,3579.077039129435,0.0
google,G,0,7,out,,,0.0
google,G,0,7,trans,,,0.0
google,G,0,8,in,,,0.0
google,G,0,8,task,67.3053,3580.315758371638,0.0
google,G,0,8,out,,,0.0
google,G,0,8,trans,,,0.0
google,G,0,9,in,,,0.0
google,G,0,9,task,24.4403,3592.6883251633985,0.0
google,G,0,9,out,,,0.0
google,G,0,9,trans,,,0.0
google,G,0,10,in,,,0.0
google,G,0,10,task,34.6379,3643.6402186798723,0.0
google,G,0,10,out,1.6714,,0.0
google,G,0,10,trans,,,0.0
google,G,0,0,in,36.9592,3359.934780443879,1.0
google,G,0,0,task,74.8974,3634.9517959183677,1.0
google,G,0,0,out,,,1.0
google,G,0,0,trans,0.0,,1.0
google,G,0,1,in,,,1.0
google,G,0,1,task,78.376,3531.4777149321253,1.0
google,G,0,1,out,,,1.0
google,G,0,1,trans,,,1.0
google,G,0,2,in,,,1.0
google,G,0,2,task,41.5783,3599.8181216931225,1.0
google,G,0,2,out,,,1.0
google,G,0,2,trans,,,1.0
google,G,0,3,in,,,1.0
google,G,0,3,task,96.3743,3559.36862439196,1.0
google,G,0,3,out,,,1.0
google,G,0,3,trans,,,1.0
google,G,0,4,in,,,1.0
google,G,0,4,task,33.9825,3539.300065876153,1.0
google,G,0,4,out,,,1.0
google,G,0,4,trans,,,1.0
google,G,0,5,in,,,1.0
google,G,0,5,task,40.1568,3557.1133699633674,1.0
google,G,0,5,out,,,1.0
google,G,0,5,trans,,,1.0
google,G,0,6,in,,,1.0
google,G,0,6,task,41.7648,3534.977047983944,1.0
google,G,0,6,out,,,1.0
google,G,0,6,trans,,,1.0
google,G,0,7,in,,,1.0
google,G,0,7,task,46.7335,3598.953783602151,1.0
google,G,0,7,out,,,1.0
google,G,0,7,trans,,,1.0
google,G,0,8,in,,,1.0
google,G,0,8,task,66.8309,3577.3992600422835,1.0
google,G,0,8,out,,,1.0
google,G,0,8,trans,,,1.0
google,G,0,9,in,,,1.0
google,G,0,9,task,23.9209,3597.517352941176,1.0
google,G,0,9,out,,,1.0
google,G,0,9,trans,,,1.0
google,G,0,10,in,,,1.0
google,G,0,10,task,33.817,3646.388629305478,1.0
google,G,0,10,out,1.0377,,1.0
google,G,0,10,trans,,,1.0
google,G,0,0,in,27.4358,3475.640573781291,2.0
google,G,0,0,task,74.7073,3636.6218435374153,2.0
google,G,0,0,out,,,2.0
google,G,0,0,trans,0.0,,2.0
google,G,0,1,in,,,2.0
google,G,0,1,task,78.1986,3539.738046757165,2.0
google,G,0,1,out,,,2.0
google,G,0,1,trans,,,2.0
google,G,0,2,in,,,2.0
google,G,0,2,task,41.3611,3624.9903439153436,2.0
google,G,0,2,out,,,2.0
google,G,0,2,trans,,,2.0
google,G,0,3,in,,,2.0
google,G,0,3,task,96.1974,3579.7630864375324,2.0
google,G,0,3,out,,,2.0
google,G,0,3,trans,,,2.0
google,G,0,4,in,,,2.0
google,G,0,4,task,33.7748,3561.5207227555074,2.0
google,G,0,4,out,,,2.0
google,G,0,4,trans,,,2.0
google,G,0,5,in,,,2.0
google,G,0,5,task,39.947,3548.7678062678046,2.0
google,G,0,5,out,,,2.0
google,G,0,5,trans,,,2.0
google,G,0,6,in,,,2.0
google,G,0,6,task,41.4025,3534.3452584452593,2.0
google,G,0,6,out,,,2.0
google,G,0,6,trans,,,2.0
google,G,0,7,in,,,2.0
google,G,0,7,task,46.3589,3604.082925472748,2.0
google,G,0,7,out,,,2.0
google,G,0,7,trans,,,2.0
google,G,0,8,in,,,2.0
google,G,0,8,task,66.4242,3596.4226885130374,2.0
google,G,0,8,out,,,2.0
google,G,0,8,trans,,,2.0
google,G,0,9,in,,,2.0
google,G,0,9,task,23.6267,3630.6796988795513,2.0
google,G,0,9,out,,,2.0
google,G,0,9,trans,,,2.0
google,G,0,10,in,,,2.0
google,G,0,10,task,33.3795,3680.934133258047,2.0
google,G,0,10,out,0.8653,,2.0
google,G,0,10,trans,,,2.0
google,G,0,0,in,22.1144,3565.543304093566,3.0
google,G,0,0,task,74.5358,3652.15931122449,3.0
google,G,0,0,out,,,3.0
google,G,0,0,trans,0.0,,3.0
google,G,0,1,in,,,3.0
google,G,0,1,task,78.1448,3550.1260180995478,3.0
google,G,0,1,out,,,3.0
google,G,0,1,trans,,,3.0
google,G,0,2,in,,,3.0
google,G,0,2,task,41.3787,3641.656796906797,3.0
google,G,0,2,out,,,3.0
google,G,0,2,trans,,,3.0
google,G,0,3,in,,,3.0
google,G,0,3,task,96.235,3592.621919002815,3.0
google,G,0,3,out,,,3.0
google,G,0,3,trans,,,3.0
google,G,0,4,in,,,3.0
google,G,0,4,task,33.8364,3572.0071146245054,3.0
google,G,0,4,out,,,3.0
google,G,0,4,trans,,,3.0
google,G,0,5,in,,,3.0
google,G,0,5,task,40.0671,3561.8837834757846,3.0
google,G,0,5,out,,,3.0
google,G,0,5,trans,,,3.0
google,G,0,6,in,,,3.0
google,G,0,6,task,41.5466,3556.4120065120082,3.0
google,G,0,6,out,,,3.0
google,G,0,6,trans,,,3.0
google,G,0,7,in,,,3.0
google,G,0,7,task,46.4844,3615.7303096032633,3.0
google,G,0,7,out,,,3.0
google,G,0,7,trans,,,3.0
google,G,0,8,in,,,3.0
google,G,0,8,task,66.5434,3617.319679351655,3.0
google,G,0,8,out,,,3.0
google,G,0,8,trans,,,3.0
google,G,0,9,in,,,3.0
google,G,0,9,task,23.6519,3637.125084033612,3.0
google,G,0,9,out,,,3.0
google,G,0,9,trans,,,3.0
google,G,0,10,in,,,3.0
google,G,0,10,task,33.473,3695.491520798043,3.0
google,G,0,10,out,0.6533,,3.0
google,G,0,10,trans,,,3.0
google,G,0,0,in,18.621,3730.7833333333324,4.0
google,G,0,0,task,74.447,3684.3531887755094,4.0
google,G,0,0,out,,,4.0
google,G,0,0,trans,0.0,,4.0
google,G,0,1,in,,,4.0
google,G,0,1,task,78.0996,3576.8547511312227,4.0
google,G,0,1,out,,,4.0
google,G,0,1,trans,,,4.0
google,G,0,2,in,,,4.0
google,G,0,2,task,41.3163,3677.3010887260903,4.0
google,G,0,2,out,,,4.0
google,G,0,2,trans,,,4.0
google,G,0,3,in,,,4.0
google,G,0,3,task,96.147,3622.342113095238,4.0
google,G,0,3,out,,,4.0
google,G,0,3,trans,,,4.0
google,G,0,4,in,,,4.0
google,G,0,4,task,33.7438,3601.2044419348763,4.0
google,G,0,4,out,,,4.0
google,G,0,4,trans,,,4.0
google,G,0,5,in,,,4.0
google,G,0,5,task,40.0041,3589.2185811965833,4.0
google,G,0,5,out,,,4.0
google,G,0,5,trans,,,4.0
google,G,0,6,in,,,4.0
google,G,0,6,task,41.4457,3585.553194953196,4.0
google,G,0,6,out,,,4.0
google,G,0,6,trans,,,4.0
google,G,0,7,in,,,4.0
google,G,0,7,task,46.3775,3648.2193548387095,4.0
google,G,0,7,out,,,4.0
google,G,0,7,trans,,,4.0
google,G,0,8,in,,,4.0
google,G,0,8,task,66.4047,3656.2790169133177,4.0
google,G,0,8,out,,,4.0
google,G,0,8,trans,,,4.0
google,G,0,9,in,,,4.0
google,G,0,9,task,23.5663,3672.12625,4.0
google,G,0,9,out,,,4.0
google,G,0,9,trans,,,4.0
google,G,0,10,in,,,4.0
google,G,0,10,task,33.3639,3730.771870882741,4.0
google,G,0,10,out,0.5903,,4.0
google,G,0,10,trans,,,4.0
google,G,0,0,in,15.8417,3903.3851082251076,5.0
google,G,0,0,task,74.412,3726.5378826530623,5.0
google,G,0,0,out,,,5.0
google,G,0,0,trans,0.0,,5.0
google,G,0,1,in,,,5.0
google,G,0,1,task,78.0639,3618.9523212669696,5.0
google,G,0,1,out,,,5.0
google,G,0,1,trans,,,5.0
google,G,0,2,in,,,5.0
google,G,0,2,task,41.2774,3716.920950345951,5.0
google,G,0,2,out,,,5.0
google,G,0,2,trans,,,5.0
google,G,0,3,in,,,5.0
google,G,0,3,task,96.1027,3666.4041162634408,5.0
google,G,0,3,out,,,5.0
google,G,0,3,trans,,,5.0
google,G,0,4,in,,,5.0
google,G,0,4,task,33.6927,3658.036853002072,5.0
google,G,0,4,out,,,5.0
google,G,0,4,trans,,,5.0
google,G,0,5,in,,,5.0
google,G,0,5,task,39.9127,3632.62397150997,5.0
google,G,0,5,out,,,5.0
google,G,0,5,trans,,,5.0
google,G,0,6,in,,,5.0
google,G,0,6,task,41.3719,3624.1347680097683,5.0
google,G,0,6,out,,,5.0
google,G,0,6,trans,,,5.0
google,G,0,7,in,,,5.0
google,G,0,7,task,46.3071,3697.170967741936,5.0
google,G,0,7,out,,,5.0
google,G,0,7,trans,,,5.0
google,G,0,8,in,,,5.0
google,G,0,8,task,66.2781,3686.09291754757,5.0
google,G,0,8,out,,,5.0
google,G,0,8,trans,,,5.0
google,G,0,9,in,,,5.0
google,G,0,9,task,23.432,3732.09255952381,5.0
google,G,0,9,out,,,5.0
google,G,0,9,trans,,,5.0
google,G,0,10,in,,,5.0
google,G,0,10,task,33.3996,3777.140137398831,5.0
google,G,0,10,out,0.5343,,5.0
google,G,0,10,trans,,,5.0
google,G,0,0,in,14.0113,4096.215067155067,6.0
google,G,0,0,task,74.3798,3789.3965986394555,6.0
google,G,0,0,out,,,6.0
google,G,0,0,trans,0.0,,6.0
google,G,0,1,in,,,6.0
google,G,0,1,task,78.0167,3661.9463122171937,6.0
google,G,0,1,out,,,6.0
google,G,0,1,trans,,,6.0
google,G,0,2,in,,,6.0
google,G,0,2,task,41.206,3765.513227513229,6.0
google,G,0,2,out,,,6.0
google,G,0,2,trans,,,6.0
google,G,0,3,in,,,6.0
google,G,0,3,task,96.0177,3707.2802947388645,6.0
google,G,0,3,out,,,6.0
google,G,0,3,trans,,,6.0
google,G,0,4,in,,,6.0
google,G,0,4,task,33.626,3715.854385469602,6.0
google,G,0,4,out,,,6.0
google,G,0,4,trans,,,6.0
google,G,0,5,in,,,6.0
google,G,0,5,task,39.8338,3689.316421652421,6.0
google,G,0,5,out,,,6.0
google,G,0,5,trans,,,6.0
google,G,0,6,in,,,6.0
google,G,0,6,task,41.2779,3674.4300569800566,6.0
google,G,0,6,out,,,6.0
google,G,0,6,trans,,,6.0
google,G,0,7,in,,,6.0
google,G,0,7,task,46.2127,3752.8348312940293,6.0
google,G,0,7,out,,,6.0
google,G,0,7,trans,,,6.0
google,G,0,8,in,,,6.0
google,G,0,8,task,66.2354,3743.2206659619446,6.0
google,G,0,8,out,,,6.0
google,G,0,8,trans,,,6.0
google,G,0,9,in,,,6.0
google,G,0,9,task,23.3463,3787.1697619047623,6.0
google,G,0,9,out,,,6.0
google,G,0,9,trans,,,6.0
google,G,0,10,in,,,6.0
google,G,0,10,task,33.2004,3834.525136457747,6.0
google,G,0,10,out,0.4941,,6.0
google,G,0,10,trans,,,6.0
google,G,0,0,in,12.5897,4376.681410256411,7.0
google,G,0,0,task,74.3168,3887.9095238095238,7.0
google,G,0,0,out,,,7.0
google,G,0,0,trans,0.0,,7.0
google,G,0,1,in,,,7.0
google,G,0,1,task,77.983,3744.078852187031,7.0
google,G,0,1,out,,,7.0
google,G,0,1,trans,,,7.0
google,G,0,2,in,,,7.0
google,G,0,2,task,41.1344,3866.926760276761,7.0
google,G,0,2,out,,,7.0
google,G,0,2,trans,,,7.0
google,G,0,3,in,,,7.0
google,G,0,3,task,95.9744,3795.926190476189,7.0
google,G,0,3,out,,,7.0
google,G,0,3,trans,,,7.0
google,G,0,4,in,,,7.0
google,G,0,4,task,33.4943,3830.0509693205363,7.0
google,G,0,4,out,,,7.0
google,G,0,4,trans,,,7.0
google,G,0,5,in,,,7.0
google,G,0,5,task,39.7136,3784.5945242165244,7.0
google,G,0,5,out,,,7.0
google,G,0,5,trans,,,7.0
google,G,0,6,in,,,7.0
google,G,0,6,task,41.1667,3782.9554029304018,7.0
google,G,0,6,out,,,7.0
google,G,0,6,trans,,,7.0
google,G,0,7,in,,,7.0
google,G,0,7,task,46.0837,3860.6835372636256,7.0
google,G,0,7,out,,,7.0
google,G,0,7,trans,,,7.0
google,G,0,8,in,,,7.0
google,G,0,8,task,66.1173,3829.6540093627304,7.0
google,G,0,8,out,,,7.0
google,G,0,8,trans,,,7.0
google,G,0,9,in,,,7.0
google,G,0,9,task,23.2402,3896.8829166666665,7.0
google,G,0,9,out,,,7.0
google,G,0,9,trans,,,7.0
google,G,0,10,in,,,7.0
google,G,0,10,task,33.0737,3938.418906455862,7.0
google,G,0,10,out,0.4404,,7.0
google,G,0,10,trans,,,7.0
google,G,1,0,in,54.2508,3309.609407269797,0.0
google,G,1,0,task,51.5507,3848.4895772854593,0.0
google,G,1,0,out,,,0.0
google,G,1,0,trans,0.0,,0.0
google,G,1,1,in,,,0.0
google,G,1,1,task,53.4735,3722.470476190474,0.0
google,G,1,1,out,,,0.0
google,G,1,1,trans,,,0.0
google,G,1,2,in,,,0.0
google,G,1,2,task,28.8695,3810.04433166249,0.0
google,G,1,2,out,,,0.0
google,G,1,2,trans,,,0.0
google,G,1,3,in,,,0.0
google,G,1,3,task,65.6977,3796.766032417193,0.0
google,G,1,3,out,,,0.0
google,G,1,3,trans,,,0.0
google,G,1,4,in,,,0.0
google,G,1,4,task,24.3653,3705.768235294118,0.0
google,G,1,4,out,,,0.0
google,G,1,4,trans,,,0.0
google,G,1,5,in,,,0.0
google,G,1,5,task,28.3318,3700.9183918128665,0.0
google,G,1,5,out,,,0.0
google,G,1,5,trans,,,0.0
google,G,1,6,in,,,0.0
google,G,1,6,task,29.2816,3690.419089390142,0.0
google,G,1,6,out,,,0.0
google,G,1,6,trans,,,0.0
google,G,1,7,in,,,0.0
google,G,1,7,task,32.836,3779.560474308301,0.0
google,G,1,7,out,,,0.0
google,G,1,7,trans,,,0.0
google,G,1,8,in,,,0.0
google,G,1,8,task,46.6316,3794.5581704208375,0.0
google,G,1,8,out,,,0.0
google,G,1,8,trans,,,0.0
google,G,1,9,in,,,0.0
google,G,1,9,task,17.0762,3783.3303146853123,0.0
google,G,1,9,out,,,0.0
google,G,1,9,trans,,,0.0
google,G,1,10,in,,,0.0
google,G,1,10,task,24.3795,3858.797181372549,0.0
google,G,1,10,out,1.5527,,0.0
google,G,1,10,trans,,,0.0
google,G,1,0,in,37.0376,3396.075273478678,1.0
google,G,1,0,task,51.0273,3862.418538324422,1.0
google,G,1,0,out,,,1.0
google,G,1,0,trans,0.0,,1.0
google,G,1,1,in,,,1.0
google,G,1,1,task,53.1315,3730.0686554621843,1.0
google,G,1,1,out,,,1.0
google,G,1,1,trans,,,1.0
google,G,1,2,in,,,1.0
google,G,1,2,task,28.4603,3827.17052631579,1.0
google,G,1,2,out,,,1.0
google,G,1,2,trans,,,1.0
google,G,1,3,in,,,1.0
google,G,1,3,task,65.4047,3798.511071680258,1.0
google,G,1,3,out,,,1.0
google,G,1,3,trans,,,1.0
google,G,1,4,in,,,1.0
google,G,1,4,task,23.8157,3720.0525490196073,1.0
google,G,1,4,out,,,1.0
google,G,1,4,trans,,,1.0
google,G,1,5,in,,,1.0
google,G,1,5,task,27.8184,3716.4171981424165,1.0
google,G,1,5,out,,,1.0
google,G,1,5,trans,,,1.0
google,G,1,6,in,,,1.0
google,G,1,6,task,28.9054,3696.2345029239764,1.0
google,G,1,6,out,,,1.0
google,G,1,6,trans,,,1.0
google,G,1,7,in,,,1.0
google,G,1,7,task,32.0216,3812.5088961038955,1.0
google,G,1,7,out,,,1.0
google,G,1,7,trans,,,1.0
google,G,1,8,in,,,1.0
google,G,1,8,task,46.0336,3802.6461030774913,1.0
google,G,1,8,out,,,1.0
google,G,1,8,trans,,,1.0
google,G,1,9,in,,,1.0
google,G,1,9,task,16.7525,3798.1781818181817,1.0
google,G,1,9,out,,,1.0
google,G,1,9,trans,,,1.0
google,G,1,10,in,,,1.0
google,G,1,10,task,23.4421,3887.444940476192,1.0
google,G,1,10,out,1.0333,,1.0
google,G,1,10,trans,,,1.0
google,G,1,0,in,27.2677,3500.5373651107348,2.0
google,G,1,0,task,50.7526,3883.024476381462,2.0
google,G,1,0,out,,,2.0
google,G,1,0,trans,0.0,,2.0
google,G,1,1,in,,,2.0
google,G,1,1,task,53.0114,3743.179999999999,2.0
google,G,1,1,out,,,2.0
google,G,1,1,trans,,,2.0
google,G,1,2,in,,,2.0
google,G,1,2,task,28.365,3855.1799707602345,2.0
google,G,1,2,out,,,2.0
google,G,1,2,trans,,,2.0
google,G,1,3,in,,,2.0
google,G,1,3,task,65.1516,3810.790380549683,2.0
google,G,1,3,out,,,2.0
google,G,1,3,trans,,,2.0
google,G,1,4,in,,,2.0
google,G,1,4,task,23.517,3743.7295833333333,2.0
google,G,1,4,out,,,2.0
google,G,1,4,trans,,,2.0
google,G,1,5,in,,,2.0
google,G,1,5,task,27.7261,3724.0560715514266,2.0
google,G,1,5,out,,,2.0
google,G,1,5,trans,,,2.0
google,G,1,6,in,,,2.0
google,G,1,6,task,28.854,3714.8513450292394,2.0
google,G,1,6,out,,,2.0
google,G,1,6,trans,,,2.0
google,G,1,7,in,,,2.0
google,G,1,7,task,32.0695,3816.8200000000015,2.0
google,G,1,7,out,,,2.0
google,G,1,7,trans,,,2.0
google,G,1,8,in,,,2.0
google,G,1,8,task,45.8633,3823.4538413051546,2.0
google,G,1,8,out,,,2.0
google,G,1,8,trans,,,2.0
google,G,1,9,in,,,2.0
google,G,1,9,task,16.6417,3791.1316666666685,2.0
google,G,1,9,out,,,2.0
google,G,1,9,trans,,,2.0
google,G,1,10,in,,,2.0
google,G,1,10,task,23.538,3892.476785714285,2.0
google,G,1,10,out,0.7576,,2.0
google,G,1,10,trans,,,2.0
google,G,1,0,in,22.103,3596.8882330827078,3.0
google,G,1,0,task,50.6274,3901.879233511587,3.0
