,Num_iterations,PE,Freq,NextFreq,TimeFreq1,TimeTotal,TimeFreq2,Delay
81,20000000,Big,7,7,0,333673.0,333673.0,0.0
82,20000000,Big,6,6,0,373610.0,373610.0,0.0
83,20000000,Big,5,5,0,424242.0,424242.0,0.0
84,20000000,Big,4,4,0,500760.0,500760.0,0.0
85,20000000,Big,3,3,0,596451.0,596451.0,0.0
86,20000000,Big,2,2,0,737081.0,737081.0,0.0
87,20000000,Big,1,1,0,1003250.0,1003250.0,0.0
88,20000000,Big,0,0,0,1479320.0,1479320.0,0.0
89,20000000,Little,5,2,0,1154950.0,1154950.0,379.76653728244173
90,20000000,Little,4,3,0,934636.0,934636.0,199.07805679042013
91,20000000,Little,3,4,0,785530.0,785530.0,4180.060474988986
92,20000000,Little,2,5,0,666748.0,666748.0,4215.436911422458
93,20000000,Little,5,3,0,934640.0,934640.0,83.82405872865803
94,20000000,Little,4,2,0,1155050.0,1155050.0,381.44234144234144
95,20000000,Little,3,5,0,666115.0,666115.0,4006.017996774373
96,20000000,Little,2,4,0,786114.0,786114.0,3911.3816453816453
97,20000000,Little,5,0,0,2317320.0,2317320.0,1261.2322553716367
98,20000000,Little,4,1,0,1572270.0,1572270.0,338.75264995239604
99,20000000,Little,1,4,0,786881.0,786881.0,4034.585604569978
100,20000000,Little,0,5,0,668062.0,668062.0,4349.370601407067
101,20000000,Little,5,1,0,1572070.0,1572070.0,395.6122562526786
102,20000000,Little,4,0,0,2315780.0,2315780.0,2391.9932274029693
103,20000000,Little,1,5,0,667463.0,667463.0,4338.468684549458
104,20000000,Little,0,4,0,786753.0,786753.0,2860.5305939046625
105,20000000,Little,3,0,0,2316100.0,2316100.0,2940.6983762283644
106,20000000,Little,2,1,0,1572490.0,1572490.0,332.13762039388564
107,20000000,Little,1,2,0,1156290.0,1156290.0,3993.8823134793233
108,20000000,Little,0,3,0,937258.0,937258.0,4326.835918388553
109,20000000,Little,3,1,0,1572280.0,1572280.0,483.50057059015325
110,20000000,Little,2,0,0,2316010.0,2316010.0,4411.810114741295
111,20000000,Little,1,3,0,936340.0,936340.0,4106.945304858167
112,20000000,Little,0,2,0,1156340.0,1156340.0,2210.4739836770423
113,20000000,Little,5,4,0,784857.0,784857.0,16.637701103410315
114,20000000,Little,4,5,0,665496.0,665496.0,3515.1484975104463
115,20000000,Little,3,2,0,1155080.0,1155080.0,635.6712127532237
116,20000000,Little,2,3,0,935474.0,935474.0,4190.246468017193
117,20000000,Little,1,0,0,2316180.0,2316180.0,9000.161529718527
118,20000000,Little,0,1,0,1573280.0,1573280.0,2078.9037908671526
119,20000000,Little,5,5,0,664959.0,664959.0,0.0
120,20000000,Little,4,4,0,784860.0,784860.0,0.0
121,20000000,Little,3,3,0,934674.0,934674.0,0.0
122,20000000,Little,2,2,0,1155230.0,1155230.0,0.0
123,20000000,Little,1,1,0,1572610.0,1572610.0,0.0
124,20000000,Little,0,0,0,2320460.0,2320460.0,0.0
