kernels,c,transfer_time,transfer_power
7680,BL,"  order        freq  transfer_time
0    BL  ([0], [0])        21.2016
1    BL  ([0], [1])        18.7953
2    BL  ([0], [2])        17.6506
3    BL  ([0], [3])        17.1063
4    BL  ([0], [4])        16.6907
5    BL  ([0], [5])        16.6581","  order        freq  transfer_power
0    BL  ([0], [0])     3602.606012
1    BL  ([0], [1])     3637.046154
2    BL  ([0], [2])     3692.545513
3    BL  ([0], [3])     3741.171212
4    BL  ([0], [4])     3797.234242
5    BL  ([0], [5])     3884.188636"
7680,LB,"  order        freq  transfer_time
0    LB  ([0], [0])       16.67100
1    LB  ([0], [1])       11.71980
2    LB  ([0], [2])        9.29166
3    LB  ([0], [3])        8.30522
4    LB  ([0], [4])        8.38471
5    LB  ([0], [5])        8.23308
6    LB  ([0], [6])        8.21069
7    LB  ([0], [7])        8.23531","  order        freq  transfer_power
0    LB  ([0], [0])     3763.971429
1    LB  ([0], [1])     3943.157778
2    LB  ([0], [2])     4098.994643
3    LB  ([0], [3])     4224.159524
4    LB  ([0], [4])     4366.770000
5    LB  ([0], [5])     4521.410476
6    LB  ([0], [6])     4682.550000
7    LB  ([0], [7])     4986.263333"
7680,GB,"  order           freq  transfer_time
0    BG  ([0], [0, 0])       16.93920
1    BG  ([1], [0, 1])       11.77300
2    BG  ([2], [0, 2])        9.42093
3    BG  ([3], [0, 3])        8.91104
4    BG  ([4], [0, 4])        8.95036
5    BG  ([5], [0, 5])        8.81424
6    BG  ([6], [0, 6])        8.90050
7    BG  ([7], [0, 7])        8.75337","  order           freq  transfer_power
0    BG  ([0], [0, 0])     3803.171487
1    BG  ([1], [0, 1])     3977.624167
2    BG  ([2], [0, 2])     4156.217460
3    BG  ([3], [0, 3])     4281.130952
4    BG  ([4], [0, 4])     4443.967619
5    BG  ([5], [0, 5])     4606.945238
6    BG  ([6], [0, 6])     4821.886667
7    BG  ([7], [0, 7])     5066.029048"
7680,LG,"  order           freq  transfer_time
0    GB  ([0, 0], [0])        27.8900
1    GB  ([0, 1], [1])        19.8062
2    GB  ([0, 2], [2])        15.9935
3    GB  ([0, 3], [3])        16.3311
4    GB  ([0, 4], [4])        17.3362
5    GB  ([0, 5], [5])        14.0526
6    GB  ([0, 6], [6])        13.4123
7    GB  ([0, 7], [7])        15.0203","  order           freq  transfer_power
0    GB  ([0, 0], [0])     3523.245962
1    GB  ([0, 1], [1])     3664.290147
2    GB  ([0, 2], [2])     3793.940152
3    GB  ([0, 3], [3])     3796.524725
4    GB  ([0, 4], [4])     3834.619896
5    GB  ([0, 5], [5])     4170.737300
6    GB  ([0, 6], [6])     4402.681944
7    GB  ([0, 7], [7])     4490.804011"
7680,BG,"  order           freq  transfer_time
0    LG  ([0], [0, 0])       17.08520
1    LG  ([0], [0, 1])       11.91070
2    LG  ([0], [0, 2])        9.40007
3    LG  ([0], [0, 3])        8.58917
4    LG  ([0], [0, 4])        8.56262
5    LG  ([0], [0, 5])        8.39359
6    LG  ([0], [0, 6])        8.47055
7    LG  ([0], [0, 7])        8.37056","  order           freq  transfer_power
0    LG  ([0], [0, 0])     3784.247709
1    LG  ([0], [0, 1])     3968.079444
2    LG  ([0], [0, 2])     4140.216667
3    LG  ([0], [0, 3])     4216.896970
4    LG  ([0], [0, 4])     4382.313333
5    LG  ([0], [0, 5])     4508.293810
6    LG  ([0], [0, 6])     4729.400000
7    LG  ([0], [0, 7])     4982.193333"
