Time,Power
26.186667999999997,3959.229857130302
86.84116215000002,3250.4321108188565
27.938072000000005,3965.722178742603
86.84116215000002,3250.4321108188565
29.198349,4279.732692590528
86.84116215000002,3250.4321108188565
442.5350040000001,3243.91806905429
86.84116215000002,3250.4321108188565
261.712097,3324.3622834036296
86.84116215000002,3250.4321108188565
182.53125200000005,3480.7102698700496
86.84116215000002,3250.4321108188565
143.058055,3767.6045258255954
86.84116215000002,3250.4321108188565
470.2367000000001,3178.9516019573034
86.84116215000002,3250.4321108188565
376.903204,3226.2927653442894
86.84116215000002,3250.4321108188565
352.63809599999996,3292.776136211622
